"Col_logFC","adj.P.Val.x","id","pop.x","s.x","Van_logFC","adj.P.Val.y","pop.y","s.y","concord","up_in","sig","FBgn","FBgn_mel","Sec","SYMBOL"
2.13452428133645,8.96442426992651e-09,"maker-scaffold551-size59772-augustus-gene-0.26-mRNA-1","Col",1,2.1154829925545,8.02734887087027e-09,"Van",1,"same","Ag","sig","FBgn0200227","FBgn0035771",NA,"GJ12993"
2.15580294253564,9.99540465046788e-09,"maker-scaffold3351-size6851-snap-gene-0.1-mRNA-1","Col",1,1.31801448144389,3.35862633121139e-09,"Van",1,"same","Ag","sig","FBgn0209622","FBgn0005585","Sfp","GJ22515"
1.62824473088573,1.23412723254216e-08,"maker-scaffold1386-size39429-snap-gene-0.20-mRNA-1","Col",1,1.17876540452962,9.795055031102e-10,"Van",1,"same","Ag","sig","FBgn0203960","FBgn0001218","Sfp","GJ16781"
1.74918483267748,1.42009382535232e-08,"maker-scaffold1357-size61666-augustus-gene-0.18-mRNA-1","Col",1,1.606133055274,1.5299859243387e-09,"Van",1,"same","Ag","sig","FBgn0209592","FBgn0263260","Sec","GJ22481"
3.08165168030342,1.5458044213411e-08,"augustus_masked-scaffold286-size38113-abinit-gene-0.1-mRNA-1","Col",1,4.17574708523289,9.29748346180142e-11,"Van",1,"same","Ag","sig","FBgn0201179","FBgn0000053",NA,"GJ13961"
13.3287473418093,1.88015616430058e-08,"snap_masked-scaffold19-size116871-abinit-gene-0.17-mRNA-1","Col",1,11.710103150553,1.42519665500088e-10,"Van",1,"same","Ag","sig",NA,NA,"Sec",NA
2.00300304615527,1.93480026619723e-08,"snap_masked-scaffold575-size40633-abinit-gene-0.8-mRNA-1","Col",1,1.28307363889609,5.11820816291224e-07,"Van",1,"same","Ag","sig","FBgn0207445","FBgn0032643",NA,NA
4.53309789160572,2.18306328391414e-08,"maker-scaffold139-size180844-snap-gene-0.29-mRNA-1","Col",1,4.01201042005586,1.77677162624579e-06,"Van",1,"same","Ag","sig","FBgn0205095","FBgn0011584",NA,"GJ17928"
1.41718949120283,4.89857226373439e-08,"maker-scaffold116-size166566-snap-gene-1.56-mRNA-1","Col",1,1.58387667899296,4.95589163648586e-08,"Van",1,"same","Ag","sig","FBgn0208431","FBgn0033339",NA,"GJ21299"
2.00331960393601,4.89857226373439e-08,"maker-scaffold1239-size56360-augustus-gene-0.13-mRNA-1","Col",1,1.48130240183539,4.17702992271322e-07,"Van",1,"same","Ag","sig","FBgn0210815","FBgn0051675","Sec","GJ23718"
1.75774978836252,5.19492488254662e-08,"augustus_masked-scaffold169-size86990-abinit-gene-0.1-mRNA-1","Col",1,1.72060341057943,1.59178962251647e-08,"Van",1,"same","Ag","sig","FBgn0206916","FBgn0004003","Sec","GJ19774"
1.51341246193194,5.35291501891739e-08,"maker-scaffold93-size95087-snap-gene-0.37-mRNA-1","Col",1,1.19331256502505,9.62165896727798e-07,"Van",1,"same","Ag","sig","FBgn0200282","FBgn0035909","Sec","GJ13048"
1.48613266172897,5.91187429378529e-08,"maker-scaffold196-size118590-augustus-gene-1.15-mRNA-1","Col",1,1.4730584202971,3.35862633121139e-09,"Van",1,"same","Ag","sig","FBgn0208790","FBgn0265297",NA,"GJ21671"
2.90134183669903,6.74509211134897e-08,"augustus_masked-scaffold305-size120479-abinit-gene-0.16-mRNA-1","Col",1,3.09717595491789,2.57459856813135e-09,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.90936251927963,7.59292638377045e-08,"augustus_masked-scaffold217-size75190-abinit-gene-0.7-mRNA-1","Col",1,1.83754288932811,2.01267112435035e-09,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.9641925383955,8.97220956856103e-08,"maker-scaffold675-size149168-snap-gene-1.35-mRNA-1","Col",1,1.80238378164284,1.72583563605888e-06,"Van",1,"same","Ag","sig","FBgn0198284","FBgn0260462","Sfp","GJ11017"
2.66519498942766,1.06327064183073e-07,"augustus_masked-scaffold156-size116054-abinit-gene-1.0-mRNA-1","Col",1,2.78123421163253,1.20869646586597e-06,"Van",1,"same","Ag","sig","FBgn0211547","FBgn0037298",NA,"GJ24467"
1.43345563165864,1.08758744518383e-07,"augustus_masked-scaffold1529-size25037-abinit-gene-0.2-mRNA-1","Col",1,1.32464015295013,4.06652626738517e-08,"Van",1,"same","Ag","sig","FBgn0205719","FBgn0035134",NA,"GJ18561"
3.86646127003276,1.4628810342462e-07,"maker-scaffold388-size32662-augustus-gene-0.17-mRNA-1","Col",1,2.65205430409162,4.16368764970728e-05,"Van",1,"same","Ag","sig","FBgn0208334","FBgn0033814","Sfp","GJ21201"
1.72251369558741,1.54872558379568e-07,"augustus_masked-scaffold533-size168304-abinit-gene-1.5-mRNA-1","Col",1,1.60848487482676,6.82395430925534e-08,"Van",1,"same","Ag","sig","FBgn0210861","FBgn0027095","Sfp","GJ23764"
1.80000082861574,1.90600808257648e-07,"augustus_masked-scaffold555-size70915-abinit-gene-0.1-mRNA-1","Col",1,1.37172827489873,1.8268505755035e-08,"Van",1,"same","Ag","sig","FBgn0209877","FBgn0039580",NA,"GJ22773"
2.17917757982511,1.96609161118579e-07,"augustus_masked-scaffold546-size128109-abinit-gene-0.17-mRNA-1","Col",1,2.015918644506,9.86266534909079e-09,"Van",1,"same","Ag","sig","FBgn0205358","FBgn0263852",NA,"GJ18193"
1.43824677565896,1.96609161118579e-07,"maker-scaffold97-size114279-augustus-gene-1.10-mRNA-1","Col",1,1.37799282197196,2.78422023313824e-07,"Van",1,"same","Ag","sig",NA,NA,NA,NA
2.81778154129683,2.61778791494581e-07,"maker-scaffold4201-size7953-snap-gene-0.3-mRNA-1","Col",1,2.51481046208522,1.0374652958146e-08,"Van",1,"same","Ag","sig","FBgn0206293","FBgn0031174",NA,"GJ19148"
3.01276976263745,2.79703886172941e-07,"snap_masked-scaffold555-size70915-abinit-gene-0.4-mRNA-1","Col",1,3.09312220659887,8.51725827822076e-08,"Van",1,"same","Ag","sig","FBgn0211570","FBgn0261618",NA,NA
1.38019713860009,3.16459400691031e-07,"augustus_masked-scaffold567-size50249-abinit-gene-0.9-mRNA-1","Col",1,1.35680275576534,2.18803917800908e-08,"Van",1,"same","Ag","sig","FBgn0199201","FBgn0035630","Sfp","GJ11948"
1.31605155520385,3.75486857654689e-07,"snap_masked-scaffold168-size57764-abinit-gene-0.20-mRNA-1","Col",1,1.19260799860503,5.36593091816335e-08,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.24265048320854,4.51148885179487e-07,"maker-scaffold209-size117310-augustus-gene-0.31-mRNA-1","Col",1,0.766719645735042,4.33962791124302e-06,"Van",1,"same","Ag","sig","FBgn0206248","FBgn0028969",NA,"GJ19103"
2.01123317409701,4.57606697300575e-07,"maker-scaffold110-size75150-snap-gene-0.31-mRNA-1","Col",1,1.729184323453,5.957381168915e-08,"Van",1,"same","Ag","sig","FBgn0210529","FBgn0039265",NA,"GJ23429"
1.39846298364616,4.59997907417597e-07,"augustus_masked-scaffold2030-size16522-abinit-gene-0.1-mRNA-1","Col",1,1.14935941310766,5.09690981252654e-07,"Van",1,"same","Ag","sig","FBgn0203015","FBgn0010198",NA,"GJ15828"
2.55434575711219,4.59997907417597e-07,"maker-scaffold1325-size50434-augustus-gene-0.17-mRNA-1","Col",1,1.00526909396117,0.000106574063554499,"Van",1,"same","Ag","sig","FBgn0211197","FBgn0004587",NA,"GJ24113"
1.64234025739725,4.59997907417597e-07,"maker-scaffold4202-size6708-snap-gene-0.3-mRNA-1","Col",1,2.12306843687295,2.7324534056994e-10,"Van",1,"same","Ag","sig","FBgn0202045","FBgn0029823",NA,"GJ14841"
1.3244106768174,5.46928396456549e-07,"augustus_masked-scaffold13-size125346-abinit-gene-0.14-mRNA-1","Col",1,0.943510060934052,1.92212905657367e-07,"Van",1,"same","Ag","sig","FBgn0199100","FBgn0014075","Sec","GJ11846"
1.18367567963438,5.59468699607708e-07,"augustus_masked-scaffold194-size125457-abinit-gene-0.2-mRNA-1","Col",1,1.08453132760936,8.08320387954383e-08,"Van",1,"same","Ag","sig","FBgn0061220","FBgn0002622",NA,"GJ24100"
1.24233750343818,5.86958540123956e-07,"maker-scaffold50-size193894-snap-gene-1.37-mRNA-1","Col",1,0.92967887595796,1.06184443269934e-05,"Van",1,"same","Ag","sig","FBgn0204672","FBgn0031990",NA,"GJ17502"
1.24733839992676,6.00504164626149e-07,"maker-scaffold2916-size25430-augustus-gene-0.6-mRNA-1","Col",1,0.84902360888875,1.18324457672919e-05,"Van",1,"same","Ag","sig","FBgn0206298","FBgn0030305",NA,"GJ19153"
1.22770221763529,6.4423366984403e-07,"maker-scaffold2484-size39554-augustus-gene-0.18-mRNA-1","Col",1,1.04653164223968,3.83259161508949e-07,"Van",1,"same","Ag","sig","FBgn0201966","FBgn0030329","Sec","GJ14762"
2.02763040859238,6.73309764621795e-07,"snap_masked-scaffold1552-size66107-abinit-gene-0.14-mRNA-1","Col",1,1.5888929897563,4.82758568557299e-08,"Van",1,"same","Ag","sig","FBgn0204948","FBgn0031257","Sec",NA
1.84845146680999,7.21291744622918e-07,"maker-scaffold39-size136389-augustus-gene-0.25-mRNA-1","Col",1,2.57901173861103,5.52546298594008e-08,"Van",1,"same","Ag","sig","FBgn0207490","FBgn0002069",NA,"GJ20350"
1.02536249160531,7.49230822382902e-07,"maker-scaffold2113-size19377-augustus-gene-0.9-mRNA-1","Col",1,0.898922936046707,7.9801906232387e-06,"Van",1,"same","Ag","sig","FBgn0202720","FBgn0035422",NA,"GJ15527"
1.31541346295404,7.83870840535084e-07,"maker-scaffold393-size148640-augustus-gene-0.12-mRNA-1","Col",1,1.07213978691731,4.16516313433712e-06,"Van",1,"same","Ag","sig","FBgn0198885","FBgn0027086",NA,"GJ11630"
1.86469729207582,8.3813504349514e-07,"augustus_masked-scaffold30670-size438-abinit-gene-0.0-mRNA-1","Col",1,1.57936232826947,2.00914561153667e-07,"Van",1,"same","Ag","sig",NA,NA,NA,NA
0.853649007808345,8.54745257339827e-07,"maker-scaffold418-size60252-snap-gene-0.26-mRNA-1","Col",1,0.663483220196969,4.99871405209313e-07,"Van",1,"same","Ag","sig","FBgn0203229","FBgn0035121",NA,"GJ16044"
0.857788297089956,9.07399019880945e-07,"maker-scaffold366-size139030-snap-gene-1.33-mRNA-1","Col",1,0.816784465008331,1.74231308129985e-06,"Van",1,"same","Ag","sig","FBgn0207037","FBgn0027835",NA,"GJ19895"
0.760009281855115,9.84578909993584e-07,"maker-scaffold504-size67110-augustus-gene-0.7-mRNA-1","Col",1,0.737840225967336,9.17483720255274e-07,"Van",1,"same","Ag","sig","FBgn0209482","FBgn0262126",NA,"GJ22369"
1.92147832458504,9.85084173272854e-07,"maker-scaffold207-size63218-augustus-gene-0.25-mRNA-1","Col",1,1.98512967693357,5.21450780295883e-07,"Van",1,"same","Ag","sig","FBgn0207698","FBgn0032015","Sec","GJ20558"
2.67711218539993,1.12096219104657e-06,"maker-scaffold3267-size11284-augustus-gene-0.4-mRNA-1","Col",1,2.76347187937502,1.45847817007979e-08,"Van",1,"same","Ag","sig","FBgn0204196","FBgn0026084",NA,"GJ17019"
0.983362853534047,1.21630279500764e-06,"maker-scaffold704-size115859-augustus-gene-0.24-mRNA-1","Col",1,0.91726534780762,2.01379465153581e-06,"Van",1,"same","Ag","sig","FBgn0211669","FBgn0038535",NA,"GJ24591"
1.92186738997494,1.48141223712625e-06,"maker-scaffold83-size136938-snap-gene-1.24-mRNA-1","Col",1,0.567583212834128,0.0013818037443731,"Van",1,"same","Ag","sig","FBgn0197922","FBgn0037671",NA,"GJ10644"
1.24615142782016,1.57031466823435e-06,"maker-scaffold2680-size24429-augustus-gene-0.9-mRNA-1","Col",1,1.04038243801667,7.95513527065228e-07,"Van",1,"same","Ag","sig","FBgn0202398","FBgn0008635",NA,"GJ15202"
1.7554251954265,1.58028076566112e-06,"maker-scaffold1165-size33230-snap-gene-0.18-mRNA-1","Col",1,2.3077141187104,2.34358934784891e-08,"Van",1,"same","Ag","sig","FBgn0210100","FBgn0039790",NA,"GJ22998"
1.30776783106632,1.63663409662705e-06,"augustus_masked-scaffold195-size50053-abinit-gene-0.8-mRNA-1","Col",1,1.77000178637938,6.82395430925534e-08,"Van",1,"same","Ag","sig","FBgn0210948","FBgn0037955",NA,"GJ23853"
0.773942166188105,1.80499496896101e-06,"maker-scaffold69-size55367-augustus-gene-0.21-mRNA-1","Col",1,0.661042056069155,1.92966121816445e-05,"Van",1,"same","Ag","sig","FBgn0197645","FBgn0262125",NA,"GJ10360"
1.12249813255026,1.87124243133669e-06,"maker-scaffold328-size92609-snap-gene-0.48-mRNA-1","Col",1,0.808042968037848,2.55279992005472e-06,"Van",1,"same","Ag","sig","FBgn0205702","FBgn0030734",NA,"GJ18544"
1.04013001605074,1.90249129637737e-06,"maker-scaffold909-size44985-augustus-gene-0.20-mRNA-1","Col",1,0.879689675180304,2.30839943361276e-06,"Van",1,"same","Ag","sig","FBgn0209509","FBgn0010078",NA,"GJ22396"
2.2905323175084,1.94515487302433e-06,"maker-scaffold1524-size35094-snap-gene-0.11-mRNA-1","Col",1,2.30898775205986,1.76818200192448e-07,"Van",1,"same","Ag","sig","FBgn0203586",NA,"Sec","-"
0.975961856458492,2.13507837391315e-06,"maker-scaffold1786-size15651-augustus-gene-0.8-mRNA-1","Col",1,1.2229192256236,2.38807934777011e-06,"Van",1,"same","Ag","sig","FBgn0208698","FBgn0259937",NA,"GJ21579"
1.24497007492894,2.20817935615515e-06,"maker-scaffold76-size137588-snap-gene-1.60-mRNA-1","Col",1,0.845357251693759,1.11616655937388e-05,"Van",1,"same","Ag","sig","FBgn0198179","FBgn0037718",NA,"GJ10911"
1.18636143266544,2.28688252797229e-06,"maker-scaffold669-size102525-augustus-gene-0.52-mRNA-1","Col",1,0.863341332868101,6.45804212095559e-07,"Van",1,"same","Ag","sig","FBgn0199782","FBgn0025725",NA,"GJ12542"
1.10354644238614,3.28529315464526e-06,"maker-scaffold20-size272131-snap-gene-2.34-mRNA-1","Col",1,0.782618959889935,5.41645395021346e-06,"Van",1,"same","Ag","sig","FBgn0200925","FBgn0037182",NA,"GJ13704"
1.65951317332541,3.73431479070042e-06,"maker-scaffold1260-size49815-augustus-gene-0.27-mRNA-1","Col",1,1.6351895952024,1.71220608107788e-07,"Van",1,"same","Ag","sig","FBgn0201503","FBgn0013269",NA,"GJ14288"
0.872623224414095,3.83911259135475e-06,"snap_masked-scaffold2822-size25776-abinit-gene-0.7-mRNA-1","Col",1,1.23585670626825,1.49569729561437e-07,"Van",1,"same","Ag","sig","FBgn0064314","FBgn0259979",NA,NA
1.14377696108803,3.85560045428641e-06,"maker-scaffold65-size225172-augustus-gene-0.42-mRNA-1","Col",1,0.906942348886941,4.80117252512173e-07,"Van",1,"same","Ag","sig","FBgn0210188","FBgn0028968",NA,"GJ23086"
0.765055207948361,4.73460161358776e-06,"maker-scaffold1062-size56139-augustus-gene-0.21-mRNA-1","Col",1,0.656526216945343,4.08621139104624e-06,"Van",1,"same","Ag","sig","FBgn0211695","FBgn0015737","Sec","GJ24617"
0.901169466609211,4.73460161358776e-06,"maker-scaffold414-size31600-snap-gene-0.15-mRNA-1","Col",1,0.64936919045607,8.56242611417394e-06,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.24900157232796,4.73460161358776e-06,"augustus_masked-scaffold143-size91301-abinit-gene-0.13-mRNA-1","Col",1,1.43491775784574,2.21493224375895e-07,"Van",1,"same","Ag","sig","FBgn0204737","FBgn0026196",NA,"GJ17567"
1.29428356598564,4.82613422724247e-06,"augustus_masked-scaffold212-size112983-abinit-gene-1.0-mRNA-1","Col",1,1.22126664149279,3.01030420636277e-07,"Van",1,"same","Ag","sig","FBgn0207998","FBgn0034914","Sec","GJ20862"
1.13356655628124,4.99123067014613e-06,"maker-scaffold946-size117884-augustus-gene-0.41-mRNA-1","Col",1,0.771498831947961,3.93976355536412e-06,"Van",1,"same","Ag","sig","FBgn0205141","FBgn0025724",NA,"GJ17974"
1.06240439354678,5.15493257590357e-06,"maker-scaffold735-size103010-augustus-gene-0.24-mRNA-1","Col",1,0.177298886539394,0.407011794133093,"Van",1,"same","Ag","not","FBgn0197968","FBgn0039529","Sec","GJ10691"
1.04499376201467,5.77249789826574e-06,"maker-scaffold25-size146854-augustus-gene-1.19-mRNA-1","Col",1,1.58899817578412,2.96978198674797e-08,"Van",1,"same","Ag","sig","FBgn0207528","FBgn0267488",NA,"GJ20388"
0.812333107892583,6.96300399344401e-06,"maker-scaffold235-size190281-snap-gene-1.25-mRNA-1","Col",1,1.26398612715582,2.26867652906127e-07,"Van",1,"same","Ag","sig","FBgn0209053","FBgn0034743",NA,"GJ21938"
1.19832301750282,7.09253723938329e-06,"maker-scaffold771-size44920-augustus-gene-0.13-mRNA-1","Col",1,0.416813533426406,0.00300352520058934,"Van",1,"same","Ag","sig","FBgn0209588","FBgn0034025",NA,"GJ22477"
0.861383067797548,7.22269002668657e-06,"augustus_masked-scaffold171-size153362-abinit-gene-0.5-mRNA-1","Col",1,0.544984820484745,0.0026482284414244,"Van",1,"same","Ag","sig","FBgn0205293","FBgn0032519",NA,"GJ18128"
1.24178601275414,8.44753834233419e-06,"maker-scaffold2573-size15920-snap-gene-0.11-mRNA-1","Col",1,0.887332916923912,3.32618446567374e-05,"Van",1,"same","Ag","sig","FBgn0207287","FBgn0033518",NA,"GJ20147"
0.707436668877422,8.56513231645797e-06,"maker-scaffold641-size81484-snap-gene-0.19-mRNA-1","Col",1,0.699015572417377,1.31029281959424e-06,"Van",1,"same","Ag","sig","FBgn0208989","FBgn0017545",NA,"GJ21872"
1.10152984155166,9.52644986063337e-06,"augustus_masked-scaffold209-size117310-abinit-gene-0.6-mRNA-1","Col",1,0.958655373641591,2.9791083355515e-06,"Van",1,"same","Ag","sig","FBgn0208983","FBgn0013325",NA,"GJ21865"
1.27079053814654,9.60383603670634e-06,"snap_masked-scaffold244-size168805-abinit-gene-1.10-mRNA-1","Col",1,1.13648263199169,1.53265750166605e-06,"Van",1,"same","Ag","sig","FBgn0201263","FBgn0027093",NA,NA
0.60753190964944,1.00880585685465e-05,"augustus_masked-scaffold965-size57720-abinit-gene-0.5-mRNA-1","Col",1,0.622418485075576,2.22119077966804e-05,"Van",1,"same","Ag","sig","FBgn0209093","FBgn0021795","Sec","GJ21979"
1.38354866959886,1.03260262750586e-05,"maker-scaffold173-size77211-augustus-gene-0.16-mRNA-1","Col",1,1.31753157813035,1.71019906196617e-06,"Van",1,"same","Ag","sig","FBgn0201930","FBgn0015288",NA,"GJ14723"
1.05011855708661,1.12534195998314e-05,"snap_masked-scaffold901-size90930-abinit-gene-0.11-mRNA-1","Col",1,1.15963311202635,7.06006043975956e-07,"Van",1,"same","Ag","sig","FBgn0200737","FBgn0285952",NA,NA
1.29238549715642,1.15469111008559e-05,"augustus_masked-scaffold274-size124964-abinit-gene-1.5-mRNA-1","Col",1,1.11978599316396,5.27898674007356e-06,"Van",1,"same","Ag","sig","FBgn0208809","FBgn0003062",NA,"GJ21690"
1.15815863827371,1.1853243067688e-05,"augustus_masked-scaffold158-size227332-abinit-gene-1.4-mRNA-1","Col",1,0.84812137555376,8.87297082049598e-06,"Van",1,"same","Ag","sig","FBgn0205493","FBgn0027496",NA,"GJ18334"
1.25183320815002,1.36196986475014e-05,"augustus_masked-scaffold786-size57107-abinit-gene-0.5-mRNA-1","Col",1,0.699069726220854,0.000651406972398394,"Van",1,"same","Ag","sig","FBgn0203161","FBgn0261592",NA,"GJ15976"
0.654926841790074,1.40624700799277e-05,"maker-scaffold17-size143674-augustus-gene-0.26-mRNA-1","Col",1,0.780778739658448,2.87954698784372e-07,"Van",1,"same","Ag","sig","FBgn0203925","FBgn0020618",NA,"GJ16744"
0.892760600944006,1.44124111243743e-05,"maker-scaffold2002-size12720-snap-gene-0.7-mRNA-1","Col",1,0.77039838778701,4.29237446650883e-05,"Van",1,"same","Ag","sig","FBgn0203182","FBgn0030719",NA,"GJ15997"
1.15473100717429,1.44124111243743e-05,"maker-scaffold195-size50053-snap-gene-0.27-mRNA-1","Col",1,0.911986688007779,3.41746199977768e-07,"Van",1,"same","Ag","sig","FBgn0210462",NA,NA,"GJ23361"
1.03394941070066,1.4475802156074e-05,"maker-scaffold255-size130888-augustus-gene-1.19-mRNA-1","Col",1,0.861863680605312,2.14851730861811e-07,"Van",1,"same","Ag","sig","FBgn0204769","FBgn0284253",NA,"GJ17599"
0.715629172117319,1.45790110176086e-05,"maker-scaffold743-size46758-augustus-gene-0.17-mRNA-1","Col",1,0.697564851784776,1.10992595704259e-05,"Van",1,"same","Ag","sig","FBgn0200942","FBgn0027088",NA,"GJ13721"
0.733220161809323,1.56767521522889e-05,"maker-scaffold4164-size10067-augustus-gene-0.5-mRNA-1","Col",1,0.621732397917723,3.10805641525962e-05,"Van",1,"same","Ag","sig","FBgn0202742","FBgn0003517",NA,"GJ15549"
1.51742688212413,1.62041939729576e-05,"augustus_masked-scaffold1294-size58738-abinit-gene-0.5-mRNA-1","Col",1,0.271686540839521,0.00773007424229,"Van",1,"same","Ag","sig","FBgn0198572","FBgn0250848","Sfp","GJ11312"
1.1458481887173,1.66714912337336e-05,"augustus_masked-scaffold953-size64119-abinit-gene-0.2-mRNA-1","Col",1,0.411596761513673,0.00284427665698005,"Van",1,"same","Ag","sig","FBgn0209207","FBgn0262515","Sec","GJ22093"
0.85687058290317,1.7661805567378e-05,"maker-scaffold3272-size13258-snap-gene-0.0-mRNA-1","Col",1,0.658596881855033,6.66188849642336e-06,"Van",1,"same","Ag","sig","FBgn0201352","FBgn0045866","Sec","GJ14134"
0.588673845487381,1.8064231213192e-05,"maker-scaffold2036-size33165-augustus-gene-0.10-mRNA-1","Col",1,0.260419052743627,0.00332738280597453,"Van",1,"same","Ag","sig","FBgn0203946","FBgn0027588","Sfp","GJ16765"
0.842252731846592,1.82180675297442e-05,"maker-scaffold701-size66642-augustus-gene-0.36-mRNA-1","Col",1,0.819743678536433,1.17939279298131e-05,"Van",1,"same","Ag","sig","FBgn0208270","FBgn0020370",NA,"GJ21137"
0.556336384034948,2.01809320717992e-05,"maker-scaffold3574-size7647-augustus-gene-0.3-mRNA-1","Col",1,0.0903899218440998,0.112395261829927,"Van",1,"same","Ag","not","FBgn0203651","FBgn0023529","Sfp","GJ16467"
0.75753027531223,2.02706640014718e-05,"maker-scaffold177-size153351-augustus-gene-0.47-mRNA-1","Col",1,0.772092480164885,1.45335041808893e-06,"Van",1,"same","Ag","sig","FBgn0204451","FBgn0015834",NA,"GJ17275"
1.63790766958538,2.14703193689598e-05,"augustus_masked-scaffold215-size92894-abinit-gene-0.11-mRNA-1","Col",1,1.77823301441447,1.3503364258466e-05,"Van",1,"same","Ag","sig","FBgn0211644","FBgn0037328",NA,"GJ24565"
0.771509270160518,2.27301060765374e-05,"maker-scaffold391-size49126-augustus-gene-0.19-mRNA-1","Col",1,0.766315430966067,1.22591398860121e-05,"Van",1,"same","Ag","sig","FBgn0211352","FBgn0019936",NA,"GJ24272"
0.619623041118599,2.32043241326731e-05,"maker-scaffold724-size44077-augustus-gene-0.5-mRNA-1","Col",1,0.521252132620981,1.69447011493511e-05,"Van",1,"same","Ag","sig","FBgn0202024","FBgn0030478",NA,"GJ14820"
2.49440469590691,2.35632575722133e-05,"maker-scaffold2299-size15691-snap-gene-0.1-mRNA-1","Col",1,1.22503601884147,0.00144508076652287,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.26144191227318,2.36113533847617e-05,"augustus_masked-scaffold25-size146854-abinit-gene-0.19-mRNA-1","Col",1,1.80461334369458,4.87773459064137e-07,"Van",1,"same","Ag","sig","FBgn0204854","FBgn0031977",NA,"GJ17685"
